date_received,status,borough,major_category,minor_category,problem_status,problem_code,post_code,type,time_to_close
2023-01-02 12:36:59,CLOSE,BROOKLYN,DOOR/WINDOW,DOOR,CLOSE,LOCK BROKEN OR MISSING,11207,EMERGENCY,33
2023-01-02 12:37:09,CLOSE,BRONX,PLUMBING,BASIN/SINK,CLOSE,BASIN CHIPPED OR RUSTED,10458,NON EMERGENCY,19
2023-01-02 12:37:09,CLOSE,BRONX,ELECTRIC,WIRING,CLOSE,EXPOSED,10458,EMERGENCY,19
2023-01-02 12:37:09,CLOSE,BRONX,ELECTRIC,OUTLET/SWITCH,CLOSE,OUTLET SEALED OR DEFECTIVE,10458,NON EMERGENCY,19
2023-01-02 12:37:09,CLOSE,BRONX,DOOR/WINDOW,WINDOW FRAME,CLOSE,WINDOW STUCK CLOSED OR OPEN,10458,NON EMERGENCY,19
2023-01-02 12:37:09,CLOSE,BRONX,PAINT/PLASTER,CEILING,CLOSE,CHIPPED/PEELING/FLAKING,10458,NON EMERGENCY,19
2023-01-02 12:37:09,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,HOLE IN WALKING AREA,10458,EMERGENCY,19
2023-01-02 12:37:09,CLOSE,BRONX,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE,NO GAS OR ELECTRICITY,10458,NON EMERGENCY,19
2023-01-02 12:37:09,CLOSE,BRONX,PLUMBING,BASIN/SINK,CLOSE,SINK DETACHED FROM WALL,10458,EMERGENCY,19
2023-01-02 12:37:09,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10458,EMERGENCY,19
2023-01-02 12:38:21,CLOSE,BRONX,PLUMBING,RADIATOR,CLOSE,BROKEN OR MISSING,10456,EMERGENCY,13
2023-01-02 12:38:21,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,BROKEN OR DEFECTIVE,10456,NON EMERGENCY,13
2023-01-02 12:38:21,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,HOLE IN NON-WALKING AREA,10456,NON EMERGENCY,13
2023-01-02 12:38:21,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10456,EMERGENCY,13
2023-01-02 12:39:04,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10457,EMERGENCY,1
2023-01-02 12:39:49,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10065,EMERGENCY,1
2023-01-02 12:40:10,CLOSE,BROOKLYN,DOOR/WINDOW,DOOR,CLOSE,NEEDS KEY FOR EXIT,11207,EMERGENCY,136
2023-01-02 12:40:13,CLOSE,BROOKLYN,UNSANITARY CONDITION,SEWAGE,CLOSE,BROKEN/BLOCKED SEWAGE PIPE,11207,EMERGENCY,15
2023-01-02 12:40:13,CLOSE,BROOKLYN,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,11207,EMERGENCY,15
2023-01-02 12:40:13,CLOSE,BROOKLYN,PAINT/PLASTER,DOOR/FRAME,CLOSE,PEELING OR FLAKING PAINT,11207,NON EMERGENCY,15
2023-01-02 12:40:13,CLOSE,BROOKLYN,ELECTRIC,POWER OUTAGE,CLOSE,MULTIPLE ROOMS OR AREAS,11207,NON EMERGENCY,15
2023-01-02 12:40:13,CLOSE,BROOKLYN,PLUMBING,BATHTUB/SHOWER,CLOSE,BROKEN OR MISSING,11207,EMERGENCY,15
2023-01-02 12:40:13,CLOSE,BROOKLYN,PAINT/PLASTER,CEILING,CLOSE,HOLE OR CRACKED,11207,EMERGENCY,15
2023-01-02 12:40:13,CLOSE,BROOKLYN,PAINT/PLASTER,WALL,CLOSE,BULGING/HOLE/CRACKED,11207,NON EMERGENCY,15
2023-01-02 12:40:13,CLOSE,BROOKLYN,FLOORING/STAIRS,FLOOR,CLOSE,SAGGING OR SLOPING,11207,EMERGENCY,15
2023-01-02 12:40:13,CLOSE,BROOKLYN,WATER LEAK,SLOW LEAK,CLOSE,AT WALL OR CEILING,11207,NON EMERGENCY,15
2023-01-02 12:40:14,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10457,EMERGENCY,2
2023-01-02 12:42:08,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10451,NON EMERGENCY,60
2023-01-02 12:42:37,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11231,EMERGENCY,2
2023-01-02 12:42:37,CLOSE,BROOKLYN,PLUMBING,BASIN/SINK,CLOSE,DRAIN PIPE BLOCKED OR BROKEN,11231,EMERGENCY,2
2023-01-02 12:42:37,CLOSE,BROOKLYN,DOOR/WINDOW,DOOR,CLOSE,BROKEN OR MISSING,11231,EMERGENCY,2
2023-01-02 12:43:11,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11373,EMERGENCY,3
2023-01-02 12:45:44,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11230,EMERGENCY,2
2023-01-02 12:45:53,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10032,EMERGENCY,1
2023-01-02 12:46:48,CLOSE,BRONX,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE,PILOT LIGHT OUT,10467,NON EMERGENCY,22
2023-01-02 12:46:48,CLOSE,BRONX,GENERAL,BELL/BUZZER/INTERCOM,CLOSE,BROKEN OR MISSING,10467,NON EMERGENCY,22
2023-01-02 12:46:48,CLOSE,BRONX,PAINT/PLASTER,CEILING,CLOSE,HOLE OR CRACKED,10467,EMERGENCY,22
2023-01-02 12:47:54,CLOSE,BRONX,DOOR/WINDOW,WINDOW FRAME,CLOSE,WINDOW STUCK CLOSED OR OPEN,10456,NON EMERGENCY,13
2023-01-02 12:47:54,CLOSE,BRONX,DOOR/WINDOW,WINDOW FRAME,CLOSE,LOOSE OR DEFECTIVE,10456,EMERGENCY,13
2023-01-02 12:48:02,CLOSE,BROOKLYN,PLUMBING,BATHTUB/SHOWER,CLOSE,BROKEN OR MISSING,11234,EMERGENCY,66
2023-01-02 12:48:44,CLOSE,BRONX,GENERAL,BELL/BUZZER/INTERCOM,CLOSE,BROKEN OR MISSING,10467,NON EMERGENCY,21
2023-01-02 12:49:28,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10025,EMERGENCY,3
2023-01-02 12:49:58,CLOSE,BROOKLYN,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,11211,EMERGENCY,21
2023-01-02 12:50:13,CLOSE,MANHATTAN,PLUMBING,BASIN/SINK,CLOSE,FAUCET BROKEN/MISSING/LEAKING,10065,NON EMERGENCY,185
2023-01-02 12:50:13,CLOSE,MANHATTAN,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,10065,EMERGENCY,185
2023-01-02 12:54:11,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11692,EMERGENCY,4
2023-01-02 12:54:46,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10032,EMERGENCY,0
2023-01-02 12:57:46,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10034,EMERGENCY,2
2023-01-02 12:58:52,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10037,EMERGENCY,3
2023-01-02 12:58:52,CLOSE,BRONX,PLUMBING,WATER SUPPLY,CLOSE,NO HOT WATER,10473,EMERGENCY,189
2023-01-02 12:59:04,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10032,EMERGENCY,2
2023-01-02 12:59:36,CLOSE,QUEENS,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,11379,IMMEDIATE EMERGENCY,1
2023-01-02 12:59:36,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11379,EMERGENCY,1
2023-01-02 12:59:51,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11226,EMERGENCY,1
2023-01-02 13:02:09,CLOSE,BROOKLYN,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,11211,EMERGENCY,8
2023-01-02 13:02:25,CLOSE,BROOKLYN,PAINT/PLASTER,WALL,CLOSE,CHIPPED/PEELING/FLAKING,11237,NON EMERGENCY,21
2023-01-02 13:02:25,CLOSE,BROOKLYN,FLOORING/STAIRS,FLOOR,CLOSE,SAGGING OR SLOPING,11237,EMERGENCY,21
2023-01-02 13:02:25,CLOSE,BROOKLYN,DOOR/WINDOW,DOOR FRAME,CLOSE,FRAME BROKEN,11237,NON EMERGENCY,21
2023-01-02 13:02:25,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11237,EMERGENCY,21
2023-01-02 13:02:25,CLOSE,BROOKLYN,DOOR/WINDOW,DOOR,CLOSE,NOT SELF-CLOSING,11237,EMERGENCY,21
2023-01-02 13:02:25,CLOSE,BROOKLYN,APPLIANCE,REFRIGERATOR,CLOSE,BROKEN DOOR SEAL,11237,NON EMERGENCY,21
2023-01-02 13:02:25,CLOSE,BROOKLYN,PLUMBING,BASIN/SINK,CLOSE,FAUCET BROKEN/MISSING/LEAKING,11237,NON EMERGENCY,21
2023-01-02 13:03:30,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10011,NON EMERGENCY,8
2023-01-02 13:03:58,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10461,EMERGENCY,5
2023-01-02 13:04:05,CLOSE,QUEENS,SAFETY,CARBON MONOXIDE DETECTOR,CLOSE,BROKEN OR MISSING,11354,EMERGENCY,21
2023-01-02 13:04:05,CLOSE,QUEENS,SAFETY,SMOKE DETECTOR,CLOSE,BROKEN OR MISSING,11354,EMERGENCY,21
2023-01-02 13:04:16,CLOSE,BRONX,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,10452,IMMEDIATE EMERGENCY,5
2023-01-02 13:04:37,CLOSE,BROOKLYN,PLUMBING,BATHTUB/SHOWER,CLOSE,BROKEN OR MISSING,11211,EMERGENCY,21
2023-01-02 13:04:37,CLOSE,BROOKLYN,WATER LEAK,SLOW LEAK,CLOSE,AT WALL OR CEILING,11211,NON EMERGENCY,21
2023-01-02 13:05:50,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11385,EMERGENCY,2
2023-01-02 13:05:50,CLOSE,QUEENS,DOOR/WINDOW,WINDOW FRAME,CLOSE,WINDOW STUCK CLOSED OR OPEN,11385,NON EMERGENCY,2
2023-01-02 13:05:50,CLOSE,QUEENS,SAFETY,CARBON MONOXIDE DETECTOR,CLOSE,BROKEN OR MISSING,11385,EMERGENCY,2
2023-01-02 13:05:50,CLOSE,QUEENS,SAFETY,SMOKE DETECTOR,CLOSE,BROKEN OR MISSING,11385,EMERGENCY,2
2023-01-02 13:05:50,CLOSE,QUEENS,SAFETY,FIRE ESCAPE,CLOSE,WINDOW BROKEN OR BLOCKED,11385,EMERGENCY,2
2023-01-02 13:05:50,CLOSE,QUEENS,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE,NO GAS OR ELECTRICITY,11385,NON EMERGENCY,2
2023-01-02 13:06:44,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11203,EMERGENCY,2
2023-01-02 13:07:03,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10458,EMERGENCY,1
2023-01-02 13:07:09,CLOSE,QUEENS,ELECTRIC,OUTLET/SWITCH,CLOSE,OUTLET SEALED OR DEFECTIVE,11692,NON EMERGENCY,4
2023-01-02 13:08:13,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11367,EMERGENCY,4
2023-01-02 13:10:50,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10033,EMERGENCY,1
2023-01-02 13:12:05,CLOSE,QUEENS,FLOORING/STAIRS,FLOOR,CLOSE,BROKEN OR DEFECTIVE,11692,NON EMERGENCY,4
2023-01-02 13:12:33,CLOSE,BROOKLYN,UNSANITARY CONDITION,PESTS,CLOSE,MICE,11207,NON EMERGENCY,105
2023-01-02 13:15:17,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10030,EMERGENCY,2
2023-01-02 13:19:32,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10467,EMERGENCY,1
2023-01-02 13:20:10,CLOSE,QUEENS,PLUMBING,BASIN/SINK,CLOSE,FAUCET BROKEN/MISSING/LEAKING,11692,NON EMERGENCY,4
2023-01-02 13:20:19,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11216,EMERGENCY,2
2023-01-02 13:20:22,CLOSE,MANHATTAN,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,10023,IMMEDIATE EMERGENCY,11
2023-01-02 13:20:53,CLOSE,QUEENS,ELECTRIC,WIRING,CLOSE,EXPOSED,11367,EMERGENCY,17
2023-01-02 13:21:16,CLOSE,BROOKLYN,ELECTRIC,NO LIGHTING,CLOSE,ONE ROOM OR AREA,11208,EMERGENCY,143
2023-01-02 13:23:04,CLOSE,BRONX,PAINT/PLASTER,WALL,CLOSE,BULGING/HOLE/CRACKED,10467,NON EMERGENCY,6
2023-01-02 13:23:44,CLOSE,BRONX,GENERAL,VENTILATION SYSTEM,CLOSE,BROKEN OR MISSING,10453,NON EMERGENCY,42
2023-01-02 13:24:49,CLOSE,BROOKLYN,PLUMBING,BATHTUB/SHOWER,CLOSE,CHIPPED OR RUSTED,11208,NON EMERGENCY,7
2023-01-02 13:24:49,CLOSE,BROOKLYN,PLUMBING,BATHTUB/SHOWER,CLOSE,LEAKING INTO OTHER APARTMENT,11208,EMERGENCY,7
2023-01-02 13:24:49,CLOSE,BROOKLYN,UNSANITARY CONDITION,SEWAGE,CLOSE,BROKEN/BLOCKED SEWAGE PIPE,11208,EMERGENCY,7
2023-01-02 13:27:50,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,FLEAS,10453,NON EMERGENCY,42
2023-01-02 13:28:32,CLOSE,QUEENS,PLUMBING,BATHTUB/SHOWER,CLOSE,CHIPPED OR RUSTED,11105,NON EMERGENCY,17
2023-01-02 13:28:32,CLOSE,QUEENS,UNSANITARY CONDITION,SEWAGE,CLOSE,BROKEN/BLOCKED SEWAGE PIPE,11105,EMERGENCY,17
2023-01-02 13:28:39,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10454,NON EMERGENCY,4
2023-01-02 13:28:39,CLOSE,BRONX,GENERAL,VENTILATION SYSTEM,CLOSE,BROKEN OR MISSING,10454,NON EMERGENCY,4
2023-01-02 13:28:39,CLOSE,BRONX,PLUMBING,BASIN/SINK,CLOSE,DRAIN PIPE BLOCKED OR BROKEN,10454,EMERGENCY,4
2023-01-02 13:28:39,CLOSE,BRONX,APPLIANCE,REFRIGERATOR,CLOSE,BROKEN DOOR SEAL,10454,NON EMERGENCY,4
2023-01-02 13:28:39,CLOSE,BRONX,PAINT/PLASTER,CEILING,CLOSE,DIRTY OR UNSANITARY,10454,NON EMERGENCY,4
2023-01-02 13:28:39,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,TILE BROKEN OR MISSING,10454,NON EMERGENCY,4
2023-01-02 13:28:39,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10454,EMERGENCY,4
2023-01-02 13:28:39,CLOSE,BRONX,PAINT/PLASTER,WALL,CLOSE,BULGING/HOLE/CRACKED,10454,NON EMERGENCY,4
2023-01-02 13:28:39,CLOSE,BRONX,PLUMBING,BATHTUB/SHOWER,CLOSE,CHIPPED OR RUSTED,10454,NON EMERGENCY,4
2023-01-02 13:29:49,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10453,NON EMERGENCY,42
2023-01-02 13:30:58,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11375,EMERGENCY,4
2023-01-02 13:31:37,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,OTHER,10453,NON EMERGENCY,42
2023-01-02 13:33:53,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10452,EMERGENCY,1
2023-01-02 13:34:29,CLOSE,BRONX,PLUMBING,BASIN/SINK,CLOSE,DRAIN PIPE BLOCKED OR BROKEN,10453,EMERGENCY,42
2023-01-02 13:35:08,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,10452,NON EMERGENCY,80
2023-01-02 13:35:08,CLOSE,BRONX,PLUMBING,TOILET,CLOSE,TANK CRACKED OR LEAKING,10452,EMERGENCY,80
2023-01-02 13:36:14,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10461,EMERGENCY,2
2023-01-02 13:36:47,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10032,EMERGENCY,1
2023-01-02 13:36:55,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10031,EMERGENCY,1
2023-01-02 13:38:58,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10001,EMERGENCY,23
2023-01-02 13:38:58,CLOSE,MANHATTAN,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE,NO GAS OR ELECTRICITY,10001,NON EMERGENCY,23
2023-01-02 13:39:53,CLOSE,QUEENS,WATER LEAK,SLOW LEAK,CLOSE,AT WALL OR CEILING,11355,NON EMERGENCY,28
2023-01-02 13:39:53,CLOSE,QUEENS,PLUMBING,BASIN/SINK,CLOSE,PIPE LEAKING,11355,EMERGENCY,28
2023-01-02 13:39:56,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11377,EMERGENCY,4
2023-01-02 13:40:42,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10460,EMERGENCY,1
2023-01-02 13:40:42,CLOSE,BRONX,PAINT/PLASTER,WALL,CLOSE,COLLAPSING OR FALLING,10460,EMERGENCY,1
2023-01-02 13:40:42,CLOSE,BRONX,PLUMBING,RADIATOR,CLOSE,CRACKED OR LEAKING,10460,EMERGENCY,1
2023-01-02 13:40:42,CLOSE,BRONX,PAINT/PLASTER,CEILING,CLOSE,COLLAPSING OR FALLING,10460,IMMEDIATE EMERGENCY,1
2023-01-02 13:40:42,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10460,EMERGENCY,1
2023-01-02 13:40:42,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10460,EMERGENCY,1
2023-01-02 13:40:42,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,BROKEN OR DEFECTIVE,10460,NON EMERGENCY,1
2023-01-02 13:40:57,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10065,EMERGENCY,1
2023-01-02 13:42:00,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10466,EMERGENCY,2
2023-01-02 13:44:04,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10034,EMERGENCY,1
2023-01-02 13:44:44,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10453,EMERGENCY,1
2023-01-02 13:44:56,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11216,EMERGENCY,2
2023-01-02 13:45:11,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11209,EMERGENCY,2
2023-01-02 13:45:42,CLOSE,BRONX,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,10467,IMMEDIATE EMERGENCY,8
2023-01-02 13:45:55,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10458,EMERGENCY,0
2023-01-02 13:47:49,CLOSE,MANHATTAN,PLUMBING,BASIN/SINK,CLOSE,NO WATER,10029,NON EMERGENCY,21
2023-01-02 13:47:49,CLOSE,MANHATTAN,FLOORING/STAIRS,FLOOR,CLOSE,BROKEN OR DEFECTIVE,10029,NON EMERGENCY,21
2023-01-02 13:48:07,CLOSE,BROOKLYN,DOOR/WINDOW,DOOR,CLOSE,BROKEN OR MISSING,11206,EMERGENCY,87
2023-01-02 13:48:52,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11372,EMERGENCY,2
2023-01-02 13:49:02,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11212,EMERGENCY,2
2023-01-02 13:51:02,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11212,EMERGENCY,2
2023-01-02 13:51:20,CLOSE,BRONX,PAINT/PLASTER,CEILING,CLOSE,COLLAPSING OR FALLING,10457,IMMEDIATE EMERGENCY,2
2023-01-02 13:51:20,CLOSE,BRONX,PAINT/PLASTER,CABINET,CLOSE,PEELING OR FLAKING PAINT,10457,NON EMERGENCY,2
2023-01-02 13:52:22,CLOSE,BRONX,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,10461,EMERGENCY,23
2023-01-02 13:52:47,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10451,EMERGENCY,1
2023-01-02 13:54:40,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,10461,NON EMERGENCY,9
2023-01-02 13:55:19,CLOSE,QUEENS,UNSANITARY CONDITION,MOLD,CLOSE,N/A,11423,EMERGENCY,17
2023-01-02 13:56:33,CLOSE,BROOKLYN,PAINT/PLASTER,WALL,CLOSE,CHIPPED/PEELING/FLAKING,11212,NON EMERGENCY,48
2023-01-02 13:56:33,CLOSE,BROOKLYN,DOOR/WINDOW,DOOR,CLOSE,BROKEN OR MISSING,11212,EMERGENCY,48
2023-01-02 13:56:33,CLOSE,BROOKLYN,GENERAL,CABINET,CLOSE,DAMAGED OR MISSING,11212,NON EMERGENCY,48
2023-01-02 13:57:12,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11214,EMERGENCY,1
2023-01-02 13:57:54,CLOSE,BROOKLYN,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,11210,EMERGENCY,50
2023-01-02 13:58:33,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10461,EMERGENCY,2
2023-01-02 13:59:11,CLOSE,BROOKLYN,UNSANITARY CONDITION,PESTS,CLOSE,MICE,11226,NON EMERGENCY,26
2023-01-02 13:59:11,CLOSE,BROOKLYN,WATER LEAK,SLOW LEAK,CLOSE,AT WALL OR CEILING,11226,NON EMERGENCY,26
2023-01-02 14:00:47,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10458,EMERGENCY,1
2023-01-02 14:01:46,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11229,EMERGENCY,2
2023-01-02 14:01:50,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10461,EMERGENCY,3
2023-01-02 14:01:53,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10456,EMERGENCY,2
2023-01-02 14:01:53,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10024,EMERGENCY,1
2023-01-02 14:02:08,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10028,EMERGENCY,2
2023-01-02 14:03:54,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10012,EMERGENCY,2
2023-01-02 14:06:47,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11231,EMERGENCY,2
2023-01-02 14:08:05,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10452,EMERGENCY,2
2023-01-02 14:12:32,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10455,EMERGENCY,2
2023-01-02 14:12:42,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10454,EMERGENCY,2
2023-01-02 14:13:47,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10467,EMERGENCY,2
2023-01-02 14:14:06,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10454,EMERGENCY,2
2023-01-02 14:14:06,CLOSE,MANHATTAN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,ACCUMULATION,10026,NON EMERGENCY,162
2023-01-02 14:14:43,CLOSE,BROOKLYN,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,11237,NON EMERGENCY,129
2023-01-02 14:15:04,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10024,EMERGENCY,1
2023-01-02 14:15:08,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10032,EMERGENCY,0
2023-01-02 14:16:06,CLOSE,MANHATTAN,PLUMBING,WATER SUPPLY,CLOSE,NO HOT WATER,10009,EMERGENCY,3
2023-01-02 14:16:06,CLOSE,MANHATTAN,DOOR/WINDOW,DOOR,CLOSE,BROKEN OR MISSING,10009,EMERGENCY,3
2023-01-02 14:16:06,CLOSE,MANHATTAN,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10009,EMERGENCY,3
2023-01-02 14:17:12,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11213,EMERGENCY,2
2023-01-02 14:17:12,CLOSE,BROOKLYN,ELECTRIC,POWER OUTAGE,CLOSE,ENTIRE APARTMENT,11213,IMMEDIATE EMERGENCY,2
2023-01-02 14:17:40,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11226,EMERGENCY,2
2023-01-02 14:18:16,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11419,EMERGENCY,2
